# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      41     0.25190     0.43630     0.00000   -0.742529645   -2.620007069   -1.877477425
     1      41     0.25870     0.44809     0.00000   -0.775083232   -2.651835227   -1.876751995
     1      41     0.26551     0.45988     0.00000   -0.845411469   -2.668478034   -1.823066564
     1      41     0.27232     0.47167     0.00000   -0.923299211   -2.781867353   -1.858568142
     1      41     0.27913     0.48347     0.00000   -0.957352930   -2.879612425   -1.922259495
     1      41     0.28594     0.49526     0.00000   -0.960564949   -2.918230981   -1.957666032
     1      41     0.29275     0.50705     0.00000   -0.955428629   -2.935792846   -1.980364217
     1      41     0.29955     0.51884     0.00000   -0.948416213   -2.947753133   -1.999336920
     1      41     0.30636     0.53063     0.00000   -0.941571083   -2.957169812   -2.015598729
     1      41     0.31317     0.54242     0.00000   -0.935821395   -2.963433484   -2.027612089
     1      41     0.31998     0.55422     0.00000   -0.931637381   -2.965104829   -2.033467448
     1      41     0.32679     0.56601     0.00000   -0.929186942   -2.963808780   -2.034621837
     1      41     0.33359     0.57780     0.00000   -0.928383549   -2.963149310   -2.034765761
     1      41     0.33936     0.56785     0.00000   -0.928837125   -2.963510452   -2.034673328
     1      41     0.34513     0.55790     0.00000   -0.929931255   -2.964347585   -2.034416330
     1      41     0.35090     0.54794     0.00000   -0.931300265   -2.965210322   -2.033910057
     1      41     0.35667     0.53799     0.00000   -0.932533662   -2.965208990   -2.032675328
     1      41     0.36244     0.52804     0.00000   -0.933198325   -2.963220739   -2.030022414
     1      41     0.36821     0.51809     0.00000   -0.932861177   -2.958361438   -2.025500261
     1      41     0.37398     0.50814     0.00000   -0.931107360   -2.950120006   -2.019012646
     1      41     0.37974     0.49818     0.00000   -0.927556043   -2.938204990   -2.010648947
     1      41     0.38551     0.48823     0.00000   -0.888594751   -2.822106538   -1.933511787
     1      41     0.39128     0.47828     0.00000   -0.770790523   -2.681589804   -1.910799280
     1      41     0.39705     0.46833     0.00000   -0.645809316   -2.532773562   -1.886964246
     1      41     0.40282     0.45838     0.00000   -0.583161323   -2.492893718   -1.909732394
     1      41     0.40859     0.44842     0.00000   -0.497975173   -2.388486444   -1.890511271
     1      41     0.41436     0.43847     0.00000   -0.395372574   -2.272168071   -1.876795497
     1      41     0.42013     0.42852     0.00000   -0.283365946   -2.153522470   -1.870156524
     1      41     0.42590     0.41857     0.00000   -0.168007193   -2.037571383   -1.869564190
     1      41     0.43166     0.40861     0.00000   -0.054458115   -1.927956626   -1.873498511
     1      41     0.43743     0.39866     0.00000    0.051293055   -1.831462332   -1.882755387
     1      41     0.44320     0.38871     0.00000    0.141185745   -1.764656085   -1.905841830
     1      41     0.44897     0.37876     0.00000    0.207304175   -1.719544246   -1.926848421
     1      41     0.45474     0.36881     0.00000    0.248854358   -1.693132879   -1.941987237
     1      41     0.46051     0.35885     0.00000    0.272534918   -1.678556033   -1.951090951
     1      41     0.46628     0.34890     0.00000    0.285372568   -1.670727028   -1.956099596
     1      41     0.47205     0.33895     0.00000    0.288619559   -1.707479845   -1.996099404
     1      41     0.47782     0.32900     0.00000    0.288700723   -1.704858135   -1.993558858
     1      41     0.48358     0.31905     0.00000    0.288728771   -1.699027146   -1.987755917
     1      41     0.48935     0.30909     0.00000    0.289019019   -1.689474196   -1.978493214
     1      41     0.49512     0.29914     0.00000    0.289743014   -1.677512040   -1.967255054
     1      41     0.50089     0.28919     0.00000    0.290916365   -1.650085012   -1.941001377
     1      41     0.49067     0.28329     0.00000    0.291489923   -1.649168416   -1.940658340
     1      41     0.48045     0.27739     0.00000    0.293214361   -1.641682001   -1.934896363
