# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      40     0.38543     0.48812     0.00000   -0.896657455   -1.908418518   -1.011761063
     1      40     0.39119     0.47817     0.00000   -0.836839345   -1.897110118   -1.060270772
     1      40     0.39696     0.46822     0.00000   -0.831256048   -1.885923543   -1.054667495
     1      40     0.40273     0.45827     0.00000   -0.830814799   -1.874175766   -1.043360967
     1      40     0.40850     0.44832     0.00000   -0.829133919   -1.862156570   -1.033022652
     1      40     0.41426     0.43837     0.00000   -0.825331913   -1.850695828   -1.025363915
     1      40     0.42003     0.42842     0.00000   -0.819240228   -1.840440906   -1.021200677
     1      40     0.42580     0.41847     0.00000   -0.810919807   -1.830671576   -1.019751769
     1      40     0.43157     0.40852     0.00000   -0.800559333   -1.819703737   -1.019144404
     1      40     0.43734     0.39857     0.00000   -0.788443779   -1.806904968   -1.018461189
     1      40     0.44310     0.38862     0.00000   -0.774938681   -1.798966858   -1.024028177
     1      40     0.44887     0.37867     0.00000   -0.760480287   -1.784991483   -1.024511196
     1      40     0.45464     0.36872     0.00000   -0.745564564   -1.763591995   -1.018027431
     1      40     0.46041     0.35877     0.00000   -0.730736355   -1.745561752   -1.014825397
     1      40     0.46617     0.34882     0.00000   -0.716575916   -1.727658679   -1.011082763
     1      40     0.47194     0.33887     0.00000   -0.703680488   -1.709600514   -1.005920027
     1      40     0.47771     0.32892     0.00000   -0.692642778   -1.691512775   -0.998869997
     1      40     0.48348     0.31897     0.00000   -0.684024530   -1.673797319   -0.989772790
     1      40     0.48924     0.30902     0.00000   -0.678325194   -1.657587976   -0.979262782
     1      40     0.49501     0.29907     0.00000   -0.675948338   -1.644926678   -0.968978340
     1      40     0.50078     0.28912     0.00000   -0.677171426   -1.620955140   -0.943783714
     1      40     0.49056     0.28322     0.00000   -0.675975656   -1.608325853   -0.932350197
     1      40     0.48034     0.27732     0.00000   -0.672389855   -1.602337489   -0.929947634
     1      40     0.47012     0.27142     0.00000   -0.666419338   -1.596508500   -0.930089162
     1      40     0.45990     0.26552     0.00000   -0.658073233   -1.589209135   -0.931135903
     1      40     0.44968     0.25962     0.00000   -0.647364091   -1.579740003   -0.932375912
     1      40     0.43946     0.25372     0.00000   -0.634308418   -1.568362096   -0.934053678
     1      40     0.42924     0.24782     0.00000   -0.618926265   -1.555005842   -0.936079577
     1      40     0.41902     0.24192     0.00000   -0.601242112   -1.538738572   -0.937496460
     1      40     0.40880     0.23602     0.00000   -0.581284293   -1.519096802   -0.937812509
     1      40     0.39858     0.23012     0.00000   -0.559085457   -1.499429493   -0.940344036
     1      40     0.38836     0.22422     0.00000   -0.534682887   -1.477497408   -0.942814521
     1      40     0.37814     0.21832     0.00000   -0.508118454   -1.454163611   -0.946045157
     1      40     0.36792     0.21242     0.00000   -0.479439065   -1.422992595   -0.943553530
     1      40     0.35770     0.20652     0.00000   -0.448696926   -1.393832100   -0.945135174
     1      40     0.34748     0.20062     0.00000   -0.415949554   -1.362370240   -0.946420686
     1      40     0.33726     0.19472     0.00000   -0.381260465   -1.327801504   -0.946541039
     1      40     0.32704     0.18882     0.00000   -0.344699382   -1.293425266   -0.948725884
     1      40     0.31682     0.18292     0.00000   -0.306342237   -1.247097767   -0.940755530
     1      40     0.30660     0.17702     0.00000   -0.266272374   -1.201627372   -0.935354999
     1      40     0.29638     0.17111     0.00000   -0.224580302   -1.156304619   -0.931724317
     1      40     0.28616     0.16521     0.00000   -0.181364871   -1.104449872   -0.923085001
     1      40     0.27594     0.15931     0.00000   -0.136734069   -1.055755484   -0.919021415
     1      40     0.26572     0.15341     0.00000   -0.090805428   -1.003943020   -0.913137592
     1      40     0.25550     0.14751     0.00000   -0.043707340   -0.953891635   -0.910184295
     1      40     0.24528     0.14161     0.00000    0.004418197   -0.904397728   -0.908815925
     1      40     0.23506     0.13571     0.00000    0.053415123   -0.855579736   -0.908994859
     1      40     0.22484     0.12981     0.00000    0.103107384   -0.806917941   -0.910025325
     1      40     0.21462     0.12391     0.00000    0.153289198   -0.757691365   -0.910980563
     1      40     0.20440     0.11801     0.00000    0.203693264   -0.707273419   -0.910966683
     1      40     0.19418     0.11211     0.00000    0.253843747   -0.656608841   -0.910452588
     1      40     0.18396     0.10621     0.00000    0.301551861   -0.595033815   -0.896585676
     1      40     0.17374     0.10031     0.00000    0.308991345   -0.441219900   -0.750211245
     1      40     0.16352     0.09441     0.00000    0.273985918   -0.462816638   -0.736802556
     1      40     0.15330     0.08851     0.00000    0.237934735   -0.497879007   -0.735813742
     1      40     0.14308     0.08261     0.00000    0.203388143   -0.532289985   -0.735678128
     1      40     0.13286     0.07671     0.00000    0.170947845   -0.564990262   -0.735938107
     1      40     0.12264     0.07081     0.00000    0.141088725   -0.595728332   -0.736817057
     1      40     0.11242     0.06491     0.00000    0.114441968   -0.624438068   -0.738880036
     1      40     0.10220     0.05901     0.00000    0.092129524   -0.651213642   -0.743343166
     1      40     0.09198     0.05310     0.00000    0.076576521   -0.676344590   -0.752921111
     1      40     0.08176     0.04720     0.00000    0.073209085   -0.697258707   -0.770467792
     1      40     0.07154     0.04130     0.00000    0.089301241   -0.707130271   -0.796431512
     1      40     0.06132     0.03540     0.00000    0.122536018   -0.733616170   -0.856152188
     1      40     0.05110     0.02950     0.00000    0.162352103   -0.746842001   -0.909194104
     1      40     0.04088     0.02360     0.00000    0.201507965   -0.732416023   -0.933923988
     1      40     0.03066     0.01770     0.00000    0.236049726   -0.747560638   -0.983610364
     1      40     0.02044     0.01180     0.00000    0.263195896   -0.856656228   -1.119852124
     1      40     0.01022     0.00590     0.00000    0.280635214   -0.884925445   -1.165560659
     1      40     0.00000     0.00000     0.00000    0.286664174   -0.883246557   -1.169910731
     1      41     0.00000     0.00000     0.00000    0.809846183   -0.013419346   -0.823265529
     1      41     0.00681     0.01179     0.00000    0.811341794   -0.014821991   -0.826163785
